Date,Price,Open,High,Low,Vol.,Change %
2022-01-26,"3,465.16","3,458.01","3,465.71","3,459.52",733.63K,-1.25%
2022-01-25,"3,028.88","3,034.11","3,024.95","3,019.91",447.96K,0.58%
2022-01-24,"3,405.22","3,405.62","3,419.13","3,397.96",325.42K,0.54%
2022-01-21,"3,427.03","3,421.22","3,433.11","3,417.07",169.88K,-0.59%
2022-01-20,"3,419.33","3,422.98","3,425.32","3,410.86",542.88K,-0.02%
2022-01-19,"3,427.80","3,429.01","3,432.83","3,420.18",670.90K,1.69%
2022-01-18,"3,419.68","3,414.95","3,421.38","3,409.76",418.47K,0.09%
2022-01-16,"3,257.64","3,254.75","3,267.09","3,250.85",125.54K,-0.32%
2022-01-14,"3,400.17","3,402.01","3,406.37","3,391.32",203.94K,-0.27%
2022-01-13,"3,406.79","3,404.07","3,418.26","3,400.50",284.41K,-0.32%
2022-01-12,"2,947.57","2,945.55","2,950.67","2,939.11",604.60K,0.48%
2022-01-11,"2,922.10","2,926.04","2,934.73","2,913.61",412.94K,1.09%
2022-01-10,"3,444.10","3,452.34","3,443.92","3,438.20",986.79K,0.08%
2022-01-06,"3,219.67","3,225.33","3,231.80","3,213.61",415.55K,0.46%
2022-01-06,"2,923.55","2,929.83","2,929.56","2,917.47",274.86K,-1.95%
2022-01-05,"3,164.83","3,168.01","3,175.09","3,156.65",129.12K,0.59%
2022-01-04,"3,288.32","3,283.68","3,299.89","3,282.72",781.48K,0.82%
2022-01-03,"3,436.47","3,429.43","3,443.89","3,429.22",246.15K,-1.56%
2021-12-31,"3,029.90","3,029.34","3,027.39","3,021.15",571.23K,0.79%
2021-12-30,"2,991.41","2,987.88","3,005.19","2,986.35",189.56K,0.53%
2021-12-29,"3,051.64","3,059.80","3,050.84","3,045.17",385.55K,-0.28%
2021-12-28,"3,322.44","3,320.60","3,318.45","3,312.48",949.82K,0.12%
2021-12-26,"3,016.53","3,022.76","3,014.08","3,008.42",26.04K,-0.16%
2021-12-23,"3,461.75","3,470.58","3,463.89","3,452.61",210.26K,0.53%
2021-12-22,"2,887.07","2,877.92","2,882.91","2,880.61",1.25K,0.75%
2021-12-21,"3,292.11","3,299.75","3,296.95","3,284.10",369.24K,-0.33%
2021-12-20,"2,975.50","2,969.04","2,980.01","2,967.32",801.79K,-0.57%
2021-12-16,"3,205.11","3,209.69","3,207.74","3,199.57",829.87K,0.37%
2021-12-16,"3,404.48","3,395.88","3,399.70","3,399.05",342.54K,1.91%
2021-12-15,"3,164.42","3,161.93","3,169.20","3,157.80",874.88K,-0.44%
2021-12-14,"3,255.10","3,260.45","3,251.60","3,247.92",820.89K,-0.89%
2021-12-13,"3,309.64","3,304.34","3,309.84","3,301.93",627.62K,0.20%
2021-12-10,"3,002.74","3,005.65","3,014.89","2,997.39",519.82K,0.46%
2021-12-09,"2,889.34","2,880.07","2,893.88","2,883.70",928.99K,-0.49%
2021-12-08,"3,167.02","3,170.85","3,166.58","3,159.80",381.14K,0.04%
2021-12-06,"3,311.67","3,302.35","3,307.50","3,305.68",161.08K,0.29%
2021-12-06,"3,250.16","3,245.66","3,259.20","3,241.72",939.18K,-0.25%
2021-12-03,"3,395.95","3,390.38","3,402.45","3,389.46",788.81K,1.20%
2021-12-02,"3,333.06","3,337.07","3,335.30","3,326.29",150.81K,-1.21%
2021-12-01,"3,198.81","3,203.28","3,204.89","3,190.11",178.92K,0.44%
2021-11-30,"3,295.41","3,297.93","3,290.80","3,286.79",276.00K,-0.49%
2021-11-29,"3,008.31","3,014.63","3,019.13","2,998.89",972.54K,-0.10%
2021-11-26,"3,225.74","3,220.11","3,223.03","3,216.04",332.16K,-0.07%
2021-11-25,"3,242.86","3,244.08","3,242.74","3,233.08",270.53K,0.14%
2021-11-24,"3,064.60","3,073.06","3,063.96","3,058.99",785.08K,0.03%
2021-11-23,"3,121.40","3,130.35","3,130.30","3,112.30",601.27K,-1.25%
2021-11-22,"3,194.82","3,201.20","3,191.64","3,185.41",619.97K,-2.44%
2021-11-19,"3,322.32","3,331.11","3,328.98","3,312.58",387.06K,-0.53%
2021-11-18,"3,166.03","3,171.99","3,166.13","3,157.34",525.10K,-0.47%
2021-11-16,"3,117.01","3,124.98","3,128.36","3,109.04",786.14K,0.87%
2021-11-16,"3,436.59","3,439.46","3,447.25","3,429.26",404.15K,-0.67%
2021-11-15,"2,924.56","2,926.84","2,930.72","2,918.14",467.01K,-0.09%
2021-11-12,"2,914.19","2,921.25","2,927.90","2,906.87",109.03K,0.24%
2021-11-11,"2,965.87","2,973.48","2,961.83","2,960.09",685.07K,0.85%
2021-11-10,"3,167.08","3,166.06","3,180.59","3,158.89",76.20K,0.96%
2021-11-09,"3,469.23","3,477.34","3,476.62","3,462.67",233.01K,0.15%
2021-11-08,"3,156.64","3,148.78","3,157.47","3,150.90",331.57K,0.62%
2021-11-05,"3,179.49","3,178.30","3,181.92","3,172.24",84.02K,1.30%
2021-11-04,"3,217.21","3,209.18","3,215.04","3,208.44",719.77K,1.68%
2021-11-03,"2,884.20","2,883.09","2,884.15","2,876.31",239.92K,-1.42%
2021-11-02,"3,032.93","3,032.04","3,041.10","3,027.76",211.04K,-0.35%
2021-11-01,"3,252.58","3,242.87","3,263.86","3,247.47",373.91K,0.67%
2021-10-29,"3,122.95","3,115.99","3,136.01","3,115.81",803.73K,-1.04%
2021-10-28,"2,981.53","2,989.07","2,981.78","2,974.04",100.36K,0.27%
2021-10-26,"2,968.62","2,977.61","2,965.58","2,960.99",804.05K,0.30%
2021-10-26,"3,279.17","3,280.53","3,278.31","3,270.78",837.16K,-0.74%
2021-10-25,"3,300.86","3,297.26","3,306.18","3,291.98",25.74K,0.58%
2021-10-22,"3,319.01","3,309.18","3,318.23","3,310.46",736.64K,0.81%
2021-10-21,"3,435.29","3,428.47","3,445.63","3,427.37",788.20K,-0.17%
2021-10-20,"3,485.73","3,480.85","3,494.32","3,478.08",105.87K,0.81%
2021-10-19,"3,120.11","3,115.80","3,118.81","3,114.74",890.50K,0.27%
2021-10-18,"3,380.19","3,382.67","3,384.90","3,371.21",614.13K,-0.15%
2021-10-15,"3,405.15","3,410.24","3,410.47","3,397.41",280.91K,-1.65%
2021-10-14,"3,374.85","3,370.49","3,386.87","3,368.35",464.03K,0.18%
2021-10-13,"2,892.47","2,901.20","2,899.95","2,883.57",553.52K,2.01%
2021-10-12,"3,273.35","3,280.03","3,279.07","3,265.13",712.05K,0.21%
2021-10-11,"3,264.41","3,269.56","3,279.26","3,256.39",750.82K,-0.10%
2021-10-08,"3,273.87","3,277.51","3,282.40","3,268.23",810.52K,-0.10%
2021-10-06,"3,199.06","3,202.37","3,194.36","3,192.87",742.68K,-0.15%
2021-10-06,"3,068.93","3,067.20","3,066.24","3,059.34",780.20K,0.05%
2021-10-05,"3,089.58","3,094.55","3,093.85","3,082.25",775.80K,-0.38%
2021-10-04,"3,204.75","3,211.37","3,213.80","3,196.06",534.09K,0.52%
2021-10-01,"3,335.59","3,336.56","3,335.56","3,330.01",367.44K,0.08%
2021-09-30,"3,067.17","3,062.75","3,079.97","3,060.50",377.76K,1.98%
2021-09-29,"3,217.11","3,212.72","3,221.47","3,207.43",408.35K,-0.81%
2021-09-28,"3,294.65","3,286.99","3,306.95","3,288.51",958.07K,-0.82%
2021-09-26,"3,448.97","3,444.79","3,453.30","3,441.78",706.73K,0.03%
2021-09-24,"3,314.17","3,318.83","3,315.61","3,305.89",866.17K,0.11%
2021-09-23,"3,254.08","3,252.94","3,265.01","3,248.01",330.61K,-1.63%
2021-09-22,"3,413.33","3,422.75","3,426.57","3,404.85",695.75K,0.03%
2021-09-21,"3,271.35","3,281.03","3,276.80","3,265.97",725.59K,0.82%
2021-09-20,"3,110.42","3,107.34","3,111.19","3,102.47",61.98K,0.71%
2021-09-16,"3,442.52","3,444.43","3,454.81","3,433.50",921.41K,-0.30%
2021-09-16,"2,963.87","2,955.56","2,973.69","2,954.26",913.44K,-2.12%
2021-09-15,"3,338.23","3,346.60","3,341.43","3,330.55",618.32K,-0.69%
2021-09-14,"3,454.10","3,457.73","3,452.73","3,446.32",756.09K,0.71%
2021-09-13,"3,131.14","3,123.90","3,145.30","3,125.60",632.94K,0.13%
2021-09-10,"3,246.79","3,245.56","3,252.96","3,237.65",435.17K,-0.44%
2021-09-09,"3,116.02","3,120.65","3,119.61","3,108.62",272.75K,0.36%
2021-09-08,"3,321.53","3,316.10","3,316.89","3,313.61",328.23K,-0.28%
2021-09-06,"2,977.33","2,985.85","2,979.96","2,969.55",93.48K,-0.06%
2021-09-06,"3,110.13","3,104.16","3,108.04","3,103.50",738.90K,-1.86%
2021-09-03,"3,131.64","3,128.40","3,141.89","3,123.35",291.84K,1.23%
2021-09-02,"3,379.40","3,380.96","3,390.39","3,369.41",44.80K,-0.25%
2021-09-01,"2,947.18","2,937.46","2,953.22","2,940.27",845.45K,-0.11%
2021-08-31,"3,109.95","3,119.49","3,111.76","3,104.04",847.38K,0.38%
2021-08-30,"3,370.53","3,374.17","3,384.05","3,364.12",131.39K,-0.40%
2021-08-26,"3,440.22","3,435.49","3,452.71","3,432.56",929.78K,1.35%
2021-08-26,"3,130.69","3,129.95","3,136.76","3,120.98",38.29K,0.23%
2021-08-25,"3,320.78","3,329.36","3,335.36","3,311.49",131.13K,-0.97%
2021-08-24,"3,216.13","3,215.94","3,213.39","3,211.05",62.16K,0.13%
2021-08-23,"3,008.02","3,014.52","3,013.45","3,002.41",719.08K,1.25%
2021-08-20,"3,223.93","3,228.31","3,228.55","3,216.63",341.23K,0.05%
2021-08-19,"3,179.84","3,172.61","3,185.43","3,171.89",109.00K,-0.08%
2021-08-18,"3,229.42","3,233.27","3,236.66","3,224.14",248.26K,-0.19%
2021-08-16,"3,107.65","3,104.42","3,102.94","3,099.66",834.93K,-0.11%
2021-08-16,"3,240.45","3,248.19","3,241.62","3,231.19",450.24K,0.65%
2021-08-13,"3,271.66","3,269.21","3,271.45","3,264.29",857.98K,1.50%
2021-08-12,"3,254.41","3,263.30","3,253.34","3,249.37",434.54K,-0.08%
2021-08-11,"3,392.69","3,387.57","3,394.50","3,387.19",56.79K,1.24%
2021-08-10,"3,327.49","3,324.60","3,340.02","3,320.69",469.64K,0.31%
2021-08-09,"2,998.28","2,992.03","3,013.15","2,990.36",129.32K,-2.08%
2021-08-06,"2,909.30","2,905.07","2,918.79","2,900.33",118.65K,-2.52%
2021-08-05,"3,348.28","3,347.31","3,352.03","3,343.26",219.21K,-0.31%
2021-08-04,"3,116.22","3,125.76","3,122.00","3,106.56",759.05K,0.03%
2021-08-03,"3,460.54","3,453.69","3,473.90","3,453.11",474.53K,-0.45%
2021-08-02,"2,976.32","2,984.87","2,989.49","2,967.12",255.38K,0.29%
2021-07-30,"3,237.73","3,231.34","3,237.66","3,229.67",456.29K,-1.02%
2021-07-29,"3,038.58","3,040.20","3,041.46","3,029.05",849.26K,1.80%
2021-07-28,"3,051.91","3,059.87","3,050.68","3,043.41",731.95K,-0.01%
2021-07-26,"3,003.33","2,998.67","3,000.83","2,996.01",312.27K,0.03%
2021-07-26,"3,017.03","3,025.71","3,024.84","3,010.11",524.65K,-0.14%
2021-07-23,"3,377.81","3,378.69","3,377.51","3,371.64",568.92K,-0.20%
2021-07-22,"3,444.04","3,437.77","3,449.26","3,436.13",762.88K,0.12%
2021-07-21,"2,935.02","2,943.90","2,934.33","2,929.34",523.67K,-0.44%
2021-07-20,"3,064.05","3,063.48","3,069.45","3,057.01",540.57K,0.12%
2021-07-19,"3,094.22","3,089.81","3,104.54","3,086.11",683.38K,-0.31%
2021-07-16,"2,877.58","2,870.07","2,888.27","2,869.90",72.77K,-0.77%
2021-07-15,"3,159.30","3,167.28","3,165.56","3,150.94",646.65K,0.22%
2021-07-14,"3,219.29","3,229.26","3,223.59","3,212.87",740.22K,0.83%
2021-07-13,"3,465.68","3,475.38","3,470.35","3,460.43",599.28K,0.22%
2021-07-12,"3,190.61","3,181.67","3,194.27","3,181.36",313.64K,-0.26%
2021-07-09,"3,188.53","3,195.32","3,187.49","3,182.39",791.38K,0.58%
2021-07-08,"3,466.67","3,471.68","3,469.98","3,460.82",274.91K,-0.11%
2021-07-06,"3,149.64","3,140.62","3,153.57","3,143.69",679.57K,0.45%
2021-07-06,"3,124.78","3,128.96","3,127.89","3,115.89",253.32K,0.04%
2021-07-05,"3,191.34","3,195.66","3,186.75","3,184.10",873.45K,0.57%
2021-07-02,"3,275.66","3,285.22","3,273.82","3,268.32",490.92K,0.37%
2021-07-01,"3,390.22","3,395.25","3,392.47","3,384.68",74.07K,0.29%
2021-06-30,"3,467.65","3,464.25","3,469.71","3,458.02",724.23K,0.45%
2021-06-29,"3,152.53","3,156.83","3,152.39","3,145.08",601.17K,-0.91%
2021-06-28,"3,199.78","3,197.37","3,202.26","3,193.85",597.98K,0.16%
2021-06-25,"3,233.31","3,228.14","3,231.72","3,224.97",987.00K,0.06%
2021-06-24,"3,369.11","3,365.05","3,377.60","3,361.30",782.19K,-0.38%
2021-06-23,"3,220.68","3,220.22","3,218.12","3,214.69",725.27K,0.34%
2021-06-22,"3,460.15","3,453.29","3,471.07","3,453.52",296.79K,-0.31%
2021-06-21,"3,353.32","3,350.24","3,352.34","3,343.83",607.33K,0.79%
2021-06-18,"3,331.34","3,329.86","3,341.88","3,324.93",744.35K,-0.33%
2021-06-16,"3,406.02","3,414.10","3,405.37","3,397.19",918.73K,-4.65%
2021-06-16,"2,988.46","2,996.14","2,994.75","2,983.37",482.17K,0.27%
2021-06-15,"3,430.86","3,422.63","3,439.65","3,425.59",536.35K,-0.51%
2021-06-14,"3,226.92","3,223.40","3,231.16","3,217.32",639.42K,-0.73%
2021-06-11,"3,309.49","3,312.11","3,322.52","3,300.89",582.64K,-0.89%
2021-06-10,"3,345.03","3,348.55","3,344.92","3,337.42",19.99K,0.05%
2021-06-09,"3,036.02","3,028.98","3,031.25","3,030.62",602.27K,0.06%
2021-06-08,"3,175.20","3,181.22","3,183.65","3,166.70",174.41K,-0.23%
2021-06-06,"2,994.61","2,986.40","2,997.10","2,989.06",291.32K,0.36%
2021-06-04,"3,053.40","3,062.57","3,062.05","3,045.40",574.27K,1.00%
2021-06-03,"3,490.99","3,481.81","3,491.86","3,483.64",107.65K,-1.92%
2021-06-02,"2,977.18","2,981.71","2,972.42","2,967.79",36.15K,0.26%
2021-06-01,"3,111.30","3,112.44","3,109.29","3,103.16",521.88K,0.00%
2021-05-31,"3,240.10","3,242.97","3,241.13","3,231.03",723.13K,-0.02%
2021-05-28,"3,437.21","3,427.41","3,440.25","3,431.28",783.67K,0.36%
2021-05-26,"3,363.75","3,365.05","3,368.49","3,353.97",592.66K,-0.20%
2021-05-26,"3,237.72","3,247.69","3,243.36","3,228.09",519.87K,0.17%
2021-05-25,"3,403.75","3,411.25","3,405.42","3,394.26",13.75K,0.72%
2021-05-24,"3,490.37","3,494.12","3,489.54","3,482.67",329.34K,0.42%
2021-05-21,"3,337.16","3,336.13","3,342.71","3,330.58",935.77K,-0.28%
2021-05-20,"3,365.08","3,363.77","3,376.26","3,359.86",713.28K,0.03%
2021-05-19,"2,943.74","2,945.45","2,946.85","2,937.95",707.52K,0.71%
2021-05-18,"2,911.91","2,911.84","2,909.01","2,904.32",525.81K,0.03%
2021-05-16,"3,152.01","3,151.37","3,154.69","3,143.51",579.90K,1.60%
2021-05-14,"2,886.75","2,889.57","2,893.04","2,879.28",147.84K,0.77%
2021-05-13,"3,316.93","3,319.89","3,319.73","3,308.24",622.85K,0.07%
2021-05-12,"2,915.79","2,910.95","2,916.81","2,909.99",225.93K,-0.72%
2021-05-11,"3,042.20","3,040.09","3,056.81","3,036.02",197.24K,-0.09%
2021-05-10,"3,326.25","3,326.73","3,322.38","3,316.82",143.03K,0.34%
2021-05-06,"3,442.36","3,442.82","3,440.26","3,432.90",621.59K,0.86%
2021-05-06,"3,471.66","3,463.94","3,468.72","3,466.57",922.54K,1.76%
2021-05-05,"3,476.13","3,475.99","3,478.76","3,466.26",763.39K,0.47%
2021-05-04,"3,222.44","3,219.94","3,221.94","3,213.74",373.90K,-0.87%
2021-05-03,"3,007.23","3,007.84","3,019.95","3,001.32",115.64K,1.36%
2021-04-30,"3,223.23","3,214.64","3,222.00","3,217.31",771.14K,-0.05%
2021-04-29,"3,231.37","3,236.32","3,236.66","3,225.47",30.53K,-0.25%
2021-04-28,"3,032.41","3,030.07","3,030.05","3,022.72",766.57K,-0.28%
2021-04-26,"3,101.52","3,103.45","3,103.46","3,094.31",468.01K,-0.07%
2021-04-26,"3,332.79","3,340.33","3,345.05","3,325.88",334.14K,0.13%
2021-04-23,"2,896.35","2,888.46","2,903.72","2,887.67",368.72K,-0.24%
2021-04-22,"3,003.68","2,999.43","3,010.39","2,995.14",784.67K,-0.62%
2021-04-21,"3,487.69","3,492.20","3,485.99","3,478.85",318.38K,0.83%
2021-04-20,"3,339.82","3,345.82","3,341.02","3,334.61",563.12K,0.44%
2021-04-19,"3,426.30","3,433.74","3,441.19","3,419.38",855.68K,-0.54%
2021-04-16,"3,141.96","3,145.45","3,140.93","3,132.75",804.22K,0.76%
2021-04-15,"3,451.55","3,442.43","3,463.25","3,442.74",407.75K,1.76%
2021-04-14,"3,239.65","3,243.76","3,245.31","3,233.33",127.32K,-0.65%
2021-04-13,"2,884.61","2,875.25","2,885.85","2,874.83",948.84K,0.86%
2021-04-12,"3,311.18","3,320.38","3,311.15","3,302.64",893.37K,-0.69%
2021-04-09,"3,207.59","3,210.59","3,202.80","3,198.54",449.03K,-0.76%
2021-04-08,"2,975.95","2,984.79","2,971.70","2,970.20",295.07K,0.95%
2021-04-06,"3,243.11","3,240.25","3,240.28","3,235.65",352.27K,-0.08%
2021-04-06,"3,056.17","3,058.13","3,062.78","3,047.40",890.60K,0.82%
2021-04-05,"3,060.32","3,054.21","3,071.54","3,053.86",499.54K,0.02%
2021-04-01,"3,442.46","3,436.16","3,442.57","3,435.49",340.36K,0.75%
2021-03-31,"3,232.61","3,226.30","3,246.94","3,223.25",706.85K,1.76%
2021-03-30,"3,412.46","3,406.94","3,415.49","3,404.41",869.81K,-1.61%
2021-03-29,"3,103.95","3,097.46","3,112.84","3,094.53",399.22K,-1.15%
2021-03-26,"3,291.48","3,285.07","3,290.53","3,286.24",983.73K,0.42%
2021-03-25,"3,452.98","3,456.06","3,462.77","3,445.32",674.52K,-0.47%
2021-03-24,"2,892.89","2,896.41","2,906.40","2,887.85",788.62K,0.46%
2021-03-23,"3,443.30","3,441.41","3,444.54","3,437.00",739.97K,-0.75%
2021-03-22,"3,469.24","3,471.11","3,464.93","3,459.71",3.02K,-0.20%
2021-03-19,"3,175.46","3,165.90","3,172.48","3,170.01",985.67K,0.53%
2021-03-18,"2,950.58","2,945.63","2,946.79","2,944.04",48.02K,0.31%
2021-03-16,"2,925.90","2,929.73","2,926.99","2,916.89",407.19K,-0.22%
2021-03-16,"3,451.67","3,444.29","3,451.84","3,444.60",438.38K,0.09%
2021-03-15,"2,946.41","2,954.32","2,955.73","2,941.11",930.44K,0.55%
2021-03-12,"3,467.43","3,467.49","3,474.84","3,458.69",779.91K,-0.16%
2021-03-11,"3,057.89","3,059.47","3,053.74","3,048.34",773.58K,0.03%
2021-03-10,"3,239.39","3,234.30","3,249.88","3,230.62",653.02K,0.28%
2021-03-09,"3,050.15","3,046.13","3,053.82","3,044.97",390.88K,2.32%
2021-03-08,"3,230.61","3,226.20","3,238.48","3,220.98",859.07K,-1.22%
2021-03-05,"3,057.46","3,065.20","3,056.93","3,048.48",681.19K,-0.12%
2021-03-04,"3,245.82","3,253.27","3,243.11","3,240.45",109.25K,-0.87%
2021-03-03,"3,147.28","3,144.91","3,149.05","3,137.99",638.84K,-1.03%
2021-03-02,"2,957.63","2,955.23","2,958.88","2,949.65",763.33K,0.62%
2021-03-01,"3,266.29","3,256.98","3,276.91","3,256.88",839.37K,-0.33%
2021-02-26,"3,100.25","3,105.36","3,104.12","3,091.89",5.75K,-2.63%
2021-02-25,"3,385.21","3,381.51","3,395.66","3,375.38",110.80K,-1.17%
2021-02-24,"3,137.17","3,139.37","3,143.24","3,130.77",697.59K,-0.44%
2021-02-23,"3,142.49","3,151.96","3,146.59","3,132.70",582.14K,-0.14%
2021-02-22,"3,080.28","3,073.37","3,091.78","3,074.19",151.57K,1.74%
2021-02-19,"3,336.93","3,335.39","3,334.84","3,329.87",451.47K,0.14%
2021-02-18,"3,052.46","3,059.48","3,060.71","3,044.34",443.10K,0.12%
2021-02-16,"3,459.08","3,454.02","3,469.94","3,451.36",180.73K,-1.46%
2021-02-16,"3,393.61","3,396.46","3,401.63","3,385.62",965.91K,0.00%
2021-02-15,"2,979.52","2,988.01","2,982.60","2,971.36",1.70K,-1.33%
2021-02-12,"3,201.58","3,208.25","3,202.30","3,194.64",228.55K,-0.20%
2021-02-11,"3,185.47","3,179.54","3,195.14","3,179.64",354.19K,-0.86%
2021-02-10,"3,370.99","3,378.96","3,380.66","3,365.20",686.81K,0.28%
2021-02-09,"3,159.72","3,167.84","3,155.89","3,150.89",805.43K,0.18%
2021-02-08,"3,463.93","3,468.50","3,477.59","3,458.71",468.93K,1.17%
2021-02-05,"3,351.77","3,359.31","3,358.71","3,343.17",268.44K,1.22%
2021-02-04,"2,897.37","2,898.01","2,898.03","2,888.54",411.03K,-2.39%
2021-02-03,"3,046.29","3,042.53","3,049.20","3,038.55",229.31K,0.09%
2021-02-02,"3,273.67","3,280.48","3,288.50","3,268.67",581.18K,-1.64%
2021-02-01,"3,108.32","3,107.18","3,117.58","3,098.84",742.98K,0.74%
2021-01-29,"3,485.67","3,487.24","3,490.98","3,480.25",464.62K,0.49%
2021-01-28,"2,979.47","2,974.76","2,977.46","2,972.10",601.77K,-0.30%
2021-01-26,"3,247.82","3,247.47","3,253.82","3,239.61",265.92K,-0.32%
2021-01-26,"2,967.97","2,962.80","2,963.60","2,959.66",150.55K,-0.22%
2021-01-25,"3,053.65","3,056.02","3,058.08","3,047.97",92.37K,-0.05%
2021-01-22,"3,462.60","3,465.71","3,472.67","3,456.72",923.77K,-0.51%
2021-01-21,"3,463.43","3,466.25","3,477.18","3,455.79",782.34K,-0.05%
2021-01-20,"3,017.80","3,018.77","3,025.71","3,011.42",360.52K,1.44%
2021-01-19,"3,313.14","3,305.96","3,311.41","3,308.05",252.37K,0.10%
2021-01-18,"3,156.50","3,161.23","3,162.42","3,147.81",822.71K,0.46%
2021-01-15,"3,164.66","3,167.02","3,167.75","3,159.48",838.37K,-1.17%
2021-01-14,"2,961.88","2,969.88","2,958.68","2,956.73",655.97K,-0.19%
2021-01-13,"3,306.24","3,310.73","3,304.80","3,299.91",91.81K,0.58%
2021-01-12,"3,071.52","3,070.45","3,074.94","3,064.33",318.63K,-0.36%
2021-01-11,"3,222.79","3,231.80","3,224.92","3,215.93",766.74K,0.84%
2021-01-08,"3,268.34","3,277.15","3,280.87","3,259.87",450.12K,-4.09%
2021-01-06,"3,323.73","3,331.27","3,327.54","3,317.34",630.72K,0.27%
2021-01-06,"3,332.40","3,333.96","3,328.17","3,322.44",110.20K,-2.37%
2021-01-05,"3,469.50","3,471.47","3,465.77","3,461.91",716.41K,0.40%
2021-01-04,"3,097.41","3,105.06","3,110.27","3,090.93",451.58K,2.72%
2020-12-31,"3,144.49","3,136.26","3,144.48","3,137.80",852.83K,0.09%
2020-12-30,"2,881.11","2,886.51","2,883.24","2,871.44",165.85K,0.67%
2020-12-29,"3,369.71","3,375.51","3,373.09","3,362.70",704.83K,0.13%
2020-12-28,"3,120.24","3,117.88","3,130.41","3,111.85",238.33K,-0.15%
2020-12-24,"3,299.89","3,304.09","3,297.45","3,292.45",143.66K,0.27%
2020-12-23,"3,400.18","3,390.76","3,412.82","3,392.18",16.13K,0.42%
2020-12-22,"2,900.30","2,903.66","2,902.85","2,890.45",895.84K,-0.66%
2020-12-21,"3,109.58","3,103.49","3,123.99","3,103.19",413.23K,-0.32%
2020-12-18,"3,262.36","3,265.80","3,262.36","3,254.89",211.65K,-0.08%
2020-12-16,"2,992.87","2,986.77","3,006.86","2,987.48",347.80K,1.68%
2020-12-16,"3,055.82","3,050.78","3,057.81","3,047.89",399.06K,0.20%
2020-12-15,"3,469.96","3,464.59","3,468.76","3,462.17",568.49K,1.27%
2020-12-14,"3,392.12","3,384.04","3,406.90","3,385.84",390.98K,-0.62%
2020-12-11,"3,119.13","3,113.45","3,127.30","3,112.30",317.06K,0.34%
2020-12-10,"3,122.85","3,118.35","3,127.50","3,113.33",545.98K,-0.06%
2020-12-09,"3,311.44","3,315.54","3,315.51","3,304.69",579.52K,-1.94%
2020-12-08,"2,990.02","2,991.42","2,997.23","2,980.04",941.71K,0.48%
2020-12-06,"3,179.25","3,174.64","3,192.17","3,173.70",78.36K,1.41%
2020-12-04,"3,247.72","3,253.52","3,252.41","3,240.74",266.11K,-0.06%
2020-12-03,"3,125.16","3,119.74","3,137.03","3,119.29",413.53K,0.60%
2020-12-02,"3,280.30","3,287.34","3,292.98","3,271.79",165.16K,0.62%
2020-12-01,"3,278.82","3,283.65","3,285.29","3,269.14",233.18K,2.13%
2020-11-30,"3,355.50","3,361.71","3,354.18","3,349.30",793.69K,-0.40%
2020-11-26,"3,008.96","3,007.72","3,009.80","3,003.20",831.65K,0.00%
2020-11-26,"2,983.39","2,975.94","2,997.50","2,973.94",939.24K,-1.14%
2020-11-25,"3,196.48","3,198.98","3,199.12","3,187.98",683.34K,0.04%
2020-11-24,"2,980.52","2,975.90","2,987.72","2,971.79",987.47K,-1.81%
2020-11-23,"2,943.18","2,950.05","2,938.87","2,938.03",600.02K,-1.82%
2020-11-20,"3,196.17","3,191.58","3,199.60","3,191.14",452.70K,0.58%
2020-11-19,"3,346.81","3,348.05","3,360.87","3,339.38",814.00K,-0.66%
2020-11-18,"2,948.65","2,940.35","2,947.02","2,941.30",103.86K,-0.62%
2020-11-16,"3,403.74","3,408.37","3,404.26","3,396.55",155.26K,-0.14%
2020-11-16,"3,061.60","3,069.66","3,071.78","3,052.74",724.10K,0.04%
2020-11-13,"3,076.37","3,081.57","3,088.76","3,068.01",952.06K,0.69%
2020-11-12,"3,298.29","3,296.36","3,307.19","3,289.29",98.89K,0.62%
2020-11-11,"3,314.18","3,307.09","3,316.87","3,309.15",661.99K,-0.80%
2020-11-10,"3,135.21","3,141.59","3,141.69","3,126.53",127.74K,1.13%
2020-11-09,"3,473.42","3,471.85","3,485.13","3,464.92",655.72K,-4.87%
2020-11-06,"3,036.75","3,037.50","3,035.51","3,031.19",527.82K,0.26%
2020-11-05,"3,152.31","3,159.82","3,165.15","3,143.38",628.04K,2.66%
2020-11-04,"3,110.22","3,116.98","3,115.13","3,104.06",720.05K,-0.75%
2020-11-03,"3,417.45","3,425.83","3,429.44","3,408.77",781.27K,0.97%
2020-11-02,"3,180.30","3,177.03","3,193.15","3,172.36",543.37K,0.65%
2020-10-30,"3,253.24","3,246.03","3,265.95","3,244.64",687.26K,0.64%
2020-10-29,"3,488.54","3,495.82","3,497.74","3,478.96",499.46K,-0.40%
2020-10-28,"3,267.71","3,265.37","3,270.15","3,258.20",681.33K,-1.71%
2020-10-26,"3,105.47","3,099.32","3,112.46","3,100.46",205.76K,0.33%
2020-10-26,"3,310.27","3,308.08","3,312.01","3,304.23",351.67K,0.03%
2020-10-23,"3,349.14","3,351.00","3,353.17","3,342.09",40.97K,0.03%
2020-10-22,"3,203.78","3,211.21","3,212.99","3,196.68",896.04K,-1.29%
2020-10-21,"3,358.25","3,357.53","3,365.08","3,349.67",407.02K,0.74%
2020-10-20,"3,414.42","3,412.18","3,428.16","3,406.18",999.43K,0.19%
2020-10-19,"2,908.31","2,899.13","2,922.80","2,899.57",431.43K,0.28%
